segmento,estado_venda,nome_bem,endereco_mestre,distrito,proprietario,tipo_zepec,esfera,m2_ja_transferido,pcpt_m2,saldo_pcpt_m2,preco_legal_ref_brl,preco_proxy_brl,zona,ca_basico,fi_aplicado,regime_pcpt,qualidade_estimativa,area_terreno_m2,v_outorga_m2_q14,v_outorga_max_q14,pendencia_calculo,status_fundurb,intercorrencia_fundurb,data_ref,sql_mestre
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maestro Cardim, 60, 6",Bela Vista,,tombado,municipal+estadual,,151.20,151.20,228767.49,773380.44,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,126,5114.95,6052.05,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6052.05/m² (face atual: R$5114.95/m²)",,,2002-12-14,0330080028
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maestro Cardim, 60, 6A",Bela Vista,,tombado,municipal+estadual,,129.60,129.60,196086.42,662897.52,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,108,5114.95,6052.05,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6052.05/m² (face atual: R$5114.95/m²)",,,2002-12-14,0330080027
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maestro Cardim, 60, 11",Bela Vista,,tombado,municipal+estadual,,216.00,216.00,326810.70,1104829.20,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,180,5114.95,6052.05,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6052.05/m² (face atual: R$5114.95/m²)",,,2002-12-14,0330080023
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Humaitá, 171",Bela Vista,,tombado,municipal,,342.00,342.00,507972.60,2026295.28,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,285,5924.84,5941.20,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5941.20/m² (face atual: R$5924.84/m²)",,,2002-12-14,0330050042
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Monsenhor Passalaqua, 71, 2",Bela Vista,,tombado,municipal+estadual,,84.00,84.00,112942.20,403735.08,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,70,4806.37,5378.20,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5378.20/m² (face atual: R$4806.37/m²)",,,2002-12-14,0330070011
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 71, 1",Bela Vista,,tombado,municipal,,144.00,144.00,213883.20,855532.80,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,120,5941.20,5941.20,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0330050035
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 113",Bela Vista,,tombado,municipal,,,,,,ZEU,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2002-12-14,0330050000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maestro Cardim, 60, 2",Bela Vista,,tombado,municipal+estadual,,776.00,776.00,1043370.80,4173483.20,ZEU,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,776,5378.20,5378.20,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0330070022
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 71, 4",Bela Vista,,tombado,municipal,,282.00,282.00,418854.60,1675418.40,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,235,5941.20,5941.20,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0330050024
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Pedroso, 202",Bela Vista,,tombado,municipal+estadual,,1924.20,1924.20,2911338.65,11645354.61,ZEU,1,0.9,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,2138,6052.05,6052.05,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0330080092
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua dos Bororós, 46",Bela Vista,,tombado,municipal,,,,,,ZEU,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2002-12-14,0330010000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maestro Cardim, 60, 5",Bela Vista,,tombado,municipal+estadual,,151.20,151.20,228767.49,773380.44,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,126,5114.95,6052.05,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6052.05/m² (face atual: R$5114.95/m²)",,,2002-12-14,0330080029
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 71, 3",Bela Vista,,tombado,municipal,,267.60,267.60,397466.28,1589865.12,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,223,5941.20,5941.20,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0330050034
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Monsenhor Passalaqua, 47",Bela Vista,,tombado,municipal+estadual,,327.60,327.60,440474.58,1574566.81,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,273,4806.37,5378.20,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5378.20/m² (face atual: R$4806.37/m²)",,,2002-12-14,0330070016
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 255, 259, 261, 265, 267",Bela Vista,,tombado,municipal+estadual,,486.00,486.00,653451.30,2419142.76,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,405,4977.66,5378.20,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5378.20/m² (face atual: R$4977.66/m²)",,,2002-12-14,0330070002
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Monsenhor Passalaqua, 29",Bela Vista,,tombado,municipal+estadual,,571.20,571.20,768006.96,2745398.54,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,476,4806.37,5378.20,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5378.20/m² (face atual: R$4806.37/m²)",,,2002-12-14,0330070019
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Monsenhor Passalaqua, 63",Bela Vista,,tombado,municipal+estadual,,234.00,234.00,314624.70,1124690.58,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,195,4806.37,5378.20,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5378.20/m² (face atual: R$4806.37/m²)",,,2002-12-14,0330070014
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 51",Bela Vista,,tombado,municipal,,358.80,358.80,532925.64,2131702.56,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,299,5941.20,5941.20,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0330050037
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Humaitá, 77, 8",Bela Vista,,tombado,municipal,,126.00,126.00,187147.80,746529.84,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,105,5924.84,5941.20,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5941.20/m² (face atual: R$5924.84/m²)",,,2002-12-14,0330050054
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 71, 11",Bela Vista,,tombado,municipal,,211.20,211.20,313695.36,1254781.44,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,176,5941.20,5941.20,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0330050030
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 71, 7",Bela Vista,,tombado,municipal,,211.20,211.20,313695.36,1254781.44,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,176,5941.20,5941.20,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0330050032
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 81, 83",Bela Vista,,tombado,municipal,,159.60,159.60,237053.88,948215.52,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,133,5941.20,5941.20,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0330050022
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maestro Cardim, 60, 9",Bela Vista,,tombado,municipal+estadual,,115.20,115.20,174299.04,589242.24,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,96,5114.95,6052.05,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6052.05/m² (face atual: R$5114.95/m²)",,,2002-12-14,0330080021
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maestro Cardim, 60, 12",Bela Vista,,tombado,municipal+estadual,,216.00,216.00,326810.70,1104829.20,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,180,5114.95,6052.05,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6052.05/m² (face atual: R$5114.95/m²)",,,2002-12-14,0330080022
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maestro Cardim, 60, 10",Bela Vista,,tombado,municipal+estadual,,216.00,216.00,326810.70,1104829.20,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,180,5114.95,6052.05,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6052.05/m² (face atual: R$5114.95/m²)",,,2002-12-14,0330080024
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maestro Cardim, 60, 8",Bela Vista,,tombado,municipal+estadual,,237.60,237.60,359491.77,1215312.12,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,198,5114.95,6052.05,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6052.05/m² (face atual: R$5114.95/m²)",,,2002-12-14,0330080025
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Conde de São Joaquim, 391, 393",Bela Vista,,tombado,municipal,,235.20,235.20,354527.55,1414257.60,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,196,6013.00,6029.38,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6029.38/m² (face atual: R$6013.00/m²)",,,2002-12-14,0330030021
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Humaitá, 79, 1, 2",Bela Vista,,tombado,municipal,,294.00,294.00,436678.20,1741902.96,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,245,5924.84,5941.20,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5941.20/m² (face atual: R$5924.84/m²)",,,2002-12-14,0330050050
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Humaitá, 81, 85, 87",Bela Vista,,tombado,municipal,,306.00,306.00,454501.80,1813001.04,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,255,5924.84,5941.20,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5941.20/m² (face atual: R$5924.84/m²)",,,2002-12-14,0330050049
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 333",Bela Vista,,tombado,municipal+estadual,,240.00,240.00,363123.00,1346992.80,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,200,5612.47,6052.05,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6052.05/m² (face atual: R$5612.47/m²)",,,2002-12-14,0330080017
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 71, 9",Bela Vista,,tombado,municipal,,211.20,211.20,313695.36,1254781.44,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,176,5941.20,5941.20,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0330050031
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 71, 5",Bela Vista,,tombado,municipal,,172.80,172.80,256659.84,1026639.36,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,144,5941.20,5941.20,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0330050033
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maestro Cardim, 60, 4",Bela Vista,,tombado,municipal+estadual,,151.20,151.20,228767.49,773380.44,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,126,5114.95,6052.05,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6052.05/m² (face atual: R$5114.95/m²)",,,2002-12-14,0330080030
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Monsenhor Passalaqua, 71, 1",Bela Vista,,tombado,municipal+estadual,,201.60,201.60,271061.28,968964.19,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,168,4806.37,5378.20,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5378.20/m² (face atual: R$4806.37/m²)",,,2002-12-14,0330070012
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Monsenhor Passalaqua, 65",Bela Vista,,tombado,municipal+estadual,,230.40,230.40,309784.32,1107387.65,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,192,4806.37,5378.20,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5378.20/m² (face atual: R$4806.37/m²)",,,2002-12-14,0330070013
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maestro Cardim, 94",Bela Vista,,tombado,municipal,,258.00,258.00,390357.23,1319657.10,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,215,5114.95,6052.05,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6052.05/m² (face atual: R$5114.95/m²)",,,2002-12-14,0330080077
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maestro Cardim, 80, 84",Bela Vista,,tombado,municipal+estadual,,216.00,216.00,326810.70,1104829.20,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,180,5114.95,6052.05,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6052.05/m² (face atual: R$5114.95/m²)",,,2002-12-14,0330080033
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maestro Cardim, 60, 7",Bela Vista,,tombado,municipal+estadual,,129.60,129.60,196086.42,662897.52,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,108,5114.95,6052.05,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6052.05/m² (face atual: R$5114.95/m²)",,,2002-12-14,0330080026
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Humaitá, 77, 2",Bela Vista,,tombado,municipal,,126.00,126.00,187147.80,746529.84,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,105,5924.84,5941.20,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5941.20/m² (face atual: R$5924.84/m²)",,,2002-12-14,0330050051
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 287, 301, 309, 311, 313, 18, 20",Bela Vista,,tombado,municipal+estadual,,480.00,480.00,726246.00,2693985.60,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,400,5612.47,6052.05,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6052.05/m² (face atual: R$5612.47/m²)",,,2002-12-14,0330080020
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Humaitá, 173",Bela Vista,,tombado,municipal,,355.20,355.20,527578.56,2104503.17,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,296,5924.84,5941.20,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5941.20/m² (face atual: R$5924.84/m²)",,,2002-12-14,0330050041
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 71, 13",Bela Vista,,tombado,municipal,,211.20,211.20,313695.36,1254781.44,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,176,5941.20,5941.20,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0330050029
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 71, 15",Bela Vista,,tombado,municipal,,216.00,216.00,320824.80,1283299.20,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,180,5941.20,5941.20,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0330050028
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 71, 2",Bela Vista,,tombado,municipal,,250.80,250.80,372513.24,1490052.96,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,209,5941.20,5941.20,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0330050023
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Humaitá, 77, 6",Bela Vista,,tombado,municipal,,126.00,126.00,187147.80,746529.84,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,105,5924.84,5941.20,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5941.20/m² (face atual: R$5924.84/m²)",,,2002-12-14,0330050053
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Artur Prado, 621, 637, 836, 279",Bela Vista,,tombado,municipal,,,,,,ZEU,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2002-12-14,0090710000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Artur Prado, 376",Bela Vista,,tombado,municipal,,640.00,640.00,1270817.60,4934137.60,ZEU,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,640,7709.59,7942.61,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$7942.61/m² (face atual: R$7709.59/m²)",,,2002-12-14,0090690012
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Sílvia, 203, 11",Bela Vista,,tombado,municipal,,66.00,66.00,88324.67,312482.28,ZM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,55,4734.58,5353.01,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5353.01/m² (face atual: R$4734.58/m²)",,,2002-12-14,0090170180
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Almirante Marques de Leão, 735",Bela Vista,,tombado,municipal,,151.20,151.20,323083.41,630931.90,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,126,4172.83,8547.18,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8547.18/m² (face atual: R$4172.83/m²)",,,2002-12-14,0090190069
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Alameda Joaquim Eugênio de Lima, 166, 793",Bela Vista,,tombado,municipal,,216.00,216.00,461547.72,1779807.60,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,180,8239.85,8547.18,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8547.18/m² (face atual: R$8239.85/m²)",,,2002-12-14,0090190005
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Santa Madalena, 372",Bela Vista,,tombado,municipal,,62.40,62.40,138326.76,508115.09,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,52,8142.87,8867.10,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8867.10/m² (face atual: R$8142.87/m²)",,,2002-12-14,0090540013
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Santa Madalena, 364",Bela Vista,,tombado,municipal,,60.00,60.00,133006.50,488572.20,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,50,8142.87,8867.10,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8867.10/m² (face atual: R$8142.87/m²)",,,2002-12-14,0090540014
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Veloso Guerra, 1",Bela Vista,,tombado,municipal,,212.40,212.40,270533.88,963087.44,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,177,4534.31,5094.80,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5094.80/m² (face atual: R$4534.31/m²)",,,2002-12-14,0090940049
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Sílvia, 203",Bela Vista,,tombado,municipal,,66.00,66.00,88324.67,312482.28,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,55,4734.58,5353.01,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5353.01/m² (face atual: R$4734.58/m²)",,,2002-12-14,0090170178
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Maria José, 130",Bela Vista,,tombado,municipal,,151.20,151.20,158494.65,608268.53,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,126,4022.94,4192.98,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4192.98/m² (face atual: R$4022.94/m²)",,,2002-12-14,0090070017
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Doutor Luís Barreto, 365",Bela Vista,,tombado,municipal,,78.00,78.00,118162.20,310743.42,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,65,3983.89,6059.60,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$6059.60/m² (face atual: R$3983.89/m²)",,,2002-12-14,0090120028
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Alameda Ribeirão Preto, 296, 298",Bela Vista,,tombado,municipal,,183.60,183.60,244951.32,979805.27,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,153,5336.63,5336.63,OK (Atc+CAbás+V) — cálculo completo,,,2002-12-14,0090180118
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Veloso Guerra, 4",Bela Vista,,tombado,municipal,,152.40,152.40,194111.88,691028.84,ZEIS-3,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,127,4534.31,5094.80,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5094.80/m² (face atual: R$4534.31/m²)",,,2002-12-14,0090940046
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Rui Barbosa, 266, 272",Bela Vista,,tombado,municipal,,1280.00,1280.00,1439692.80,5576601.60,ZEU,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1280,4356.72,4499.04,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4499.04/m² (face atual: R$4356.72/m²)",,,2002-12-14,0090220148
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Bela Vista,"Rua Almirante Marques de Leão, 787",Bela Vista,,tombado,municipal,,97.20,97.20,207696.48,405599.08,ZEU,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,81,4172.83,8547.18,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$8547.18/m² (face atual: R$4172.83/m²)",,,2002-12-14,0090190080
